iter	Passed	Remaining
812	1449	333
813	1451	331
814	1452	329
815	1453	327
816	1454	325
817	1455	323
818	1456	321
819	1458	320
820	1459	318
821	1460	316
822	1462	314
823	1464	312
824	1465	310
825	1466	308
826	1468	307
827	1469	305
828	1471	303
829	1472	301
830	1473	299
831	1474	297
832	1475	295
833	1476	293
834	1479	292
835	1480	290
836	1482	288
837	1483	286
838	1485	284
839	1486	283
840	1487	281
841	1489	279
842	1490	277
843	1492	275
844	1494	274
845	1495	272
846	1496	270
847	1497	268
848	1499	266
849	1501	264
850	1502	263
851	1504	261
852	1505	259
853	1507	257
854	1509	256
855	1511	254
856	1513	252
857	1514	250
858	1516	248
859	1518	247
860	1519	245
861	1521	243
862	1522	241
863	1524	239
864	1525	238
865	1526	236
866	1528	234
867	1529	232
868	1530	230
869	1532	228
870	1533	227
871	1535	225
872	1537	223
873	1538	221
874	1540	220
875	1541	218
876	1542	216
877	1544	214
878	1545	212
879	1547	211
880	1551	209
881	1553	207
882	1554	205
883	1556	204
884	1557	202
885	1558	200
886	1560	198
887	1561	196
888	1563	195
889	1566	193
890	1567	191
891	1569	190
892	1570	188
893	1572	186
894	1573	184
895	1574	182
896	1575	180
897	1577	179
898	1578	177
899	1580	175
900	1581	173
901	1582	171
902	1583	170
903	1584	168
904	1585	166
905	1586	164
906	1588	162
907	1589	161
908	1591	159
909	1592	157
910	1594	155
911	1595	153
912	1596	152
913	1597	150
914	1598	148
915	1599	146
916	1600	144
917	1601	143
918	1602	141
919	1604	139
920	1605	137
921	1607	135
922	1608	134
923	1609	132
924	1610	130
925	1611	128
926	1613	127
927	1614	125
928	1616	123
929	1617	121
930	1618	119
931	1619	118
932	1621	116
933	1622	114
934	1623	112
935	1624	111
936	1625	109
937	1627	107
938	1628	105
939	1629	103
940	1630	102
941	1631	100
942	1632	98
943	1633	96
944	1635	95
945	1636	93
946	1637	91
947	1638	89
948	1640	88
949	1641	86
950	1642	84
951	1643	82
952	1645	81
953	1646	79
954	1649	77
955	1651	76
956	1652	74
957	1653	72
958	1654	70
959	1656	69
960	1657	67
961	1658	65
962	1659	63
963	1660	62
964	1661	60
965	1662	58
966	1664	56
967	1665	55
968	1667	53
969	1668	51
970	1669	49
971	1670	48
972	1671	46
973	1672	44
974	1674	42
975	1675	41
976	1677	39
977	1679	37
978	1680	36
979	1681	34
980	1683	32
981	1684	30
982	1686	29
983	1687	27
984	1688	25
985	1690	24
986	1693	22
987	1696	20
988	1698	18
989	1700	17
990	1701	15
991	1703	13
992	1704	12
993	1706	10
994	1708	8
995	1709	6
996	1711	5
997	1712	3
998	1713	1
999	1714	0
